Common Name,Scientific Name,Month observed at,Identification Agreements,Comments,Internal Positional Accuracy,Public Positional Accuracy,Quality Grade,Geoprivacy,Latitude,Longitude
Faded Black-striped Snake,Coniophanes schmidti,August,2,0,30,30,research,open,-89.604998945,21.0160700209
Central American Boa,Boa imperator,August,7,0,?,? ,research,open,-90.1956024169,20.3991012572
Variable Coralsnake,Micrurus diastema,August,8,0,42,42,research,open,-89.6147743487,21.1011886713
Red Coffee Snake,Ninia sebae,August,4,3,357,357,research,open,-89.5998133543,21.1221773849
Variable Coralsnake,Micrurus diastema,August,9,0,31,31,research,open,-89.6187501748,21.0953171783
Central American Boa,Boa imperator,August,6,0,?,? ,research,open,-89.708443,21.264115
Central American Boa,Boa imperator,August,7,0,618,618,research,open,-89.600284344,21.1207934533
Faded Black-striped Snake,Coniophanes schmidti,July,7,0,15,15,research,open,-89.6715867519,21.1638836196
Faded Black-striped Snake,Coniophanes schmidti,December,9,0,61,61,research,open,-89.6161850423,20.8653539766
Black-striped Snake,Coniophanes imperialis,June,5,0,8,8,research,open,-90.3704014943,20.5342003133
Speckled Racer,Drymobius margaritiferus,August,6,0,15699,15699,research,open,-88.8167623062,21.3807915615
Central American Milksnake,Lampropeltis abnorma,August,6,0,276,276,research,open,-89.6031321585,21.0688265659
Red Coffee Snake,Ninia sebae,August,6,0,8,8,research,open,-89.68778833,20.998695
Yucatán Green Ratsnake,Senticolis triaspis triaspis,August,4,0,23766,23766,research,open,-89.5925857,20.9673702
Yucatecan Dwarf Short-tail Snake,Tantillita canula,August,4,0,127,127,research,open,-89.2369341298,21.3454301894
Central American Boa,Boa imperator,August,6,0,?,? ,research,open,-89.5356266667,20.3637483333
Central American Boa,Boa imperator,August,5,0,?,30490,research,open,-89.4184882443,20.3509436693
Central American Boa,Boa imperator,August,9,0,15,15,research,open,-89.6324544043,20.9058745834
Central American Boa,Boa imperator,August,9,0,65,65,research,open,-89.56053833,20.98454167
Central American Boa,Boa imperator,June,8,0,4,4,research,open,-89.3541160954,21.3131189026
Central American Boa,Boa imperator,July,6,0,4,4,research,open,-89.6698543467,21.1612718168
Central American Boa,Boa imperator,October,6,0,15,15,research,open,-89.3989316457,20.8917046949
Central American Boa,Boa imperator,October,6,0,4,4,research,open,-89.7566416956,20.4093911167
Central American Boa,Boa imperator,January,6,0,8,8,research,open,-89.2189478715,20.6588062175
Central American Boa,Boa imperator,May,5,0,244,244,research,open,-89.5600902366,21.046348664
Yucatecan Worm Snake,Amerotyphlops microstomus,June,5,0,31,31,research,open,-89.6512703362,21.071454683
Central American Boa,Boa imperator,August,9,0,6,6,research,open,-89.574585746,21.059015327
Yucatecan Dwarf Short-tail Snake,Tantillita canula,Unknown,5,0,132,30434,research,open,-89.6026930976,20.8345888266
Central American Boa,Boa imperator,August,8,0,2104,2104,research,open,-89.7441766039,21.0311039244
Pygmy Snail Sucker,Geophis sanniolus,Unknown,4,0,30,30,research,open,-89.557933,21.114619
Salmon-bellied Racer,Mastigodryas melanolomus,August,4,0,244,244,research,open,-89.6812222943,21.1286452117
Variable Coralsnake,Micrurus diastema,August,6,1,458,458,research,open,-89.7792237137,21.1309632955
Mexican Parrot Snake,Leptophis mexicanus,August,3,0,118,118,research,open,-89.6223876438,21.0553408918
Faded Black-striped Snake,Coniophanes schmidti,July,4,0,?,? ,research,open,-89.5163374444,21.024948
Central American Boa,Boa imperator,July,7,0,36,36,research,open,-89.616775019,21.0990817858
Central American Boa,Boa imperator,July,6,0,894,894,research,open,-89.6765302834,20.9923102535
Yucatecan Cantil,Agkistrodon russeolus,July,10,1,488,30415,research,,-89.5593626813,21.0892332805
Yucatecan Cantil,Agkistrodon russeolus,June,8,0,61,30396,research,,-89.2123886268,21.3694638229
Yucatecan Cantil,Agkistrodon russeolus,June,8,0,61,30396,research,,-89.2973952881,21.3103791175
Yucatecan Cantil,Agkistrodon russeolus,June,9,0,61,30434,research,,-89.6953368265,20.8961238846
Central American Boa,Boa imperator,May,8,0,3000,3000,research,open,-90.3905102992,20.8585021461
Chicken Snake,Spilotes pullatus,July,3,1,11,11,research,open,-89.6811866015,20.643186654
Speckled Racer,Drymobius margaritiferus,July,7,0,29,29,research,open,-89.6135088274,21.1026594488
Central American Boa,Boa imperator,July,7,0,?,? ,research,open,-89.7911541167,21.2573737194
Variable Coralsnake,Micrurus diastema,July,6,0,12,12,research,open,-89.264275,21.29753333
Central American Boa,Boa imperator,July,6,0,109,109,research,open,-90.1805787161,20.4083784619
,Oxybelis potosiensis,July,7,1,33,33,research,open,-89.5749992877,20.9164104709
Peninsula Stripeless Snake,Coniophanes meridanus,July,3,1,8,8,research,open,-89.6449910935,21.0453120406
Yucatecan Worm Snake,Amerotyphlops microstomus,July,5,0,190,190,research,open,-89.6280343,20.8209955
Central American Boa,Boa imperator,July,7,0,63,63,research,open,-89.6206050031,21.0970410547
Yucatán Hognose Viper,Porthidium yucatanicum,July,9,0,1052,1052,research,open,-89.0873753652,20.1164534719
Green Vine Snake,Oxybelis fulgidus,July,8,0,?,? ,research,open,-89.4039444444,20.388625
Salmon-bellied Racer,Mastigodryas melanolomus,July,3,0,5,5,research,open,-89.5780308545,21.0675587649
Central American Boa,Boa imperator,July,10,0,134,134,research,open,-89.6283998901,21.0936592511
Central American Boa,Boa imperator,July,8,0,15,15,research,open,-89.6306090447,20.9069389727
Peninsula Stripeless Snake,Coniophanes meridanus,July,4,0,47,47,research,open,-89.5979060233,20.9484894199
Colubrid Snakes,Colubridae,Unknown,1,0,14284,14284,needs_id,,-89.4496518756,20.4017686097
Salmon-bellied Racer,Mastigodryas melanolomus,July,4,0,5,5,research,open,-89.9557642,20.93307827
Central American Boa,Boa imperator,July,6,0,1000,1000,research,open,-89.9540735,20.9147061
Central American Boa,Boa imperator,July,5,0,7,7,research,open,-90.00370956,20.8938172
,Epictia vindumi,March,3,0,569,569,research,,-89.6074999496,21.0210515768
Brahminy Blindsnake,Indotyphlops braminus,July,2,0,760,760,research,,-89.5956378605,21.0440806612
Central American Boa,Boa imperator,September,6,0,122,122,research,open,-89.6749016291,21.1434870831
Central American Boa,Boa imperator,July,7,0,22,22,research,open,-89.6032548275,21.0656206986
Central American Boa,Boa imperator,July,9,0,338,338,research,open,-89.5940712782,21.0331522477
Central American Boa,Boa imperator,July,8,0,68,68,research,open,-89.6025714006,21.0694663491
Central American Indigo Snake,Drymarchon melanurus,July,1,0,31,31,research,open,-88.4726643562,20.7476261359
Terrestrial Snail Sucker,Geophis sartorii,July,5,0,6,6,research,open,-89.59819667,21.09859717
Green Vine Snake,Oxybelis fulgidus,July,5,0,6,6,research,open,-89.58258833,21.08381117
Mexican Parrot Snake,Leptophis mexicanus,July,4,0,24,24,research,open,-89.26892833,21.24013667
Central American Boa,Boa imperator,July,7,0,390,390,research,open,-89.7727019036,21.135125351
Green Rat Snake,Senticolis triaspis,July,5,0,10,10,research,open,-89.6198728596,21.0167227429
Variable Coralsnake,Micrurus diastema,July,9,0,84,84,research,open,-89.5618114012,21.0231074065
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,July,8,0,61,30508,research,obscured,-89.1005590755,20.0215411619
Faded Black-striped Snake,Coniophanes schmidti,July,2,0,8,8,research,open,-89.616325,21.0976305
Mexican Parrot Snake,Leptophis mexicanus,March,2,0,?,? ,research,open,-89.653485,21.0435030556
,Conophis lineatus concolor,July,3,0,?,? ,research,open,-89.7357154,21.2693362
Snail-eating Thirst Snake,Dipsas brevifacies,March,3,0,61,61,research,open,-89.5995741735,20.8463706992
Blotched Hooknose Snake,Ficimia publia,March,4,0,61,61,research,open,-89.5964502304,20.8553384899
Chicken Snake,Spilotes pullatus,March,6,0,15,15,research,open,-89.0245366602,20.0112773571
Salmon-bellied Racer,Mastigodryas melanolomus,July,4,1,42,42,research,open,-89.6519786865,20.9238593242
Brahminy Blindsnake,Indotyphlops braminus,March,2,0,8,8,research,,-89.6553678293,21.042546076
Variable Coralsnake,Micrurus diastema,July,6,0,20,20,research,open,-89.61917833,21.04671667
,Geophis sartorii sartorii,February,2,0,61,61,research,open,-89.6486166579,21.2223119064
Peninsula Stripeless Snake,Coniophanes meridanus,July,3,0,37,37,research,open,-89.6383045274,21.0260224938
Yucatecan Dwarf Short-tail Snake,Tantillita canula,July,2,0,283,283,research,open,-89.6186980845,21.0440791984
Blood Snake,Stenorrhina freminvillei,February,4,0,61,61,research,open,-89.6456132351,21.222538058
Central American Boa,Boa imperator,July,6,0,55,30490,research,open,-89.4897650348,20.3243512696
Yucatecan Cantil,Agkistrodon russeolus,February,10,0,31,31,research,,-89.6464064038,21.2207412181
Green Rat Snake,Senticolis triaspis,January,6,0,8,8,research,open,-89.4490859393,20.2609548517
Salmon-bellied Racer,Mastigodryas melanolomus,January,3,0,122,122,research,open,-89.6156599425,20.866026777
Central American Boa,Boa imperator,July,7,0,3057,3057,research,open,-89.7402708996,20.9886030941
Variable Coralsnake,Micrurus diastema,July,5,0,210,210,research,open,-89.6727463897,21.1170185277
Variable Coralsnake,Micrurus diastema,July,5,1,16,16,research,open,-89.61289167,21.1016
Salmon-bellied Racer,Mastigodryas melanolomus,June,3,0,?,30415,research,open,-89.7066726439,21.1608716895
,Conophis lineatus concolor,December,2,0,15,15,research,open,-89.5780536213,20.9471008559
Green Rat Snake,Senticolis triaspis,December,5,0,122,122,research,open,-89.6174940164,20.8636998234
Green Rat Snake,Senticolis triaspis,December,4,0,122,122,research,open,-89.6528471029,20.9609417973
Two-spotted Snake,Coniophanes bipunctatus,December,4,0,8,8,research,open,-90.367840954,20.8555687355
Terrestrial Snail Sucker,Geophis sartorii,December,4,0,8,8,research,open,-90.2490501448,20.855093786
Rainforest Cat-eyed Snake,Leptodeira frenata,December,4,0,8,8,research,open,-89.7119991312,20.596007699
Central American Milksnake,Lampropeltis abnorma,December,6,0,31,31,research,open,-89.7126423526,20.5916057021
Salmon-bellied Racer,Mastigodryas melanolomus,December,5,1,31,31,research,open,-89.6192466364,20.8670036354
Red Coffee Snake,Ninia sebae,November,4,0,61,61,research,open,-89.4669760367,20.2257773847
Central American Boa,Boa imperator,June,7,0,1649,1649,research,open,-89.3802018464,21.2344441932
Central American Boa,Boa imperator,October,4,0,15,15,research,open,-89.0209579468,20.0148279978
,Geophis sartorii sartorii,October,3,0,15,15,research,open,-89.019135349,20.0166227162
Central American Milksnake,Lampropeltis abnorma,October,5,0,15,15,research,open,-89.0190331155,20.0166213245
Central American Milksnake,Lampropeltis abnorma,October,7,0,31,31,research,open,-89.6220501569,20.8692762846
Red Coffee Snake,Ninia sebae,October,3,0,15,15,research,open,-89.6190580126,20.8692658936
Snail-eating Thirst Snake,Dipsas brevifacies,October,4,0,61,61,research,open,-89.6163654327,20.8693695473
Central American Boa,Boa imperator,October,4,0,61,61,research,open,-89.6148068252,20.8647578687
,Oxybelis potosiensis,September,3,1,122,122,research,open,-89.6947288513,21.0654498755
Yucatán White-lipped Snake,Symphimus mayae,September,4,0,244,244,research,open,-89.3311684146,21.2997387488
Rainforest Cat-eyed Snake,Leptodeira frenata,September,4,0,31,31,research,open,-89.6205682895,20.8597992552
Variable Coralsnake,Micrurus diastema,August,4,0,31,31,research,open,-89.6137187126,20.8603067308
Variable Coralsnake,Micrurus diastema,August,5,0,15,15,research,open,-89.6254205704,20.8669635349
Mexican Parrot Snake,Leptophis mexicanus,August,2,0,61,61,research,open,-89.7641121202,19.990740131
Mexican Parrot Snake,Leptophis mexicanus,June,6,0,31,31,research,open,-89.6219559321,21.0969089112
Salmon-bellied Racer,Mastigodryas melanolomus,June,4,0,135,135,research,open,-89.6182418932,21.0952033815
Central American Boa,Boa imperator,June,7,0,165,165,research,open,-89.61498333,21.03772783
Central American Boa,Boa imperator,July,5,0,8,8,research,open,-89.2417330501,20.678232912
Central American Boa,Boa imperator,June,8,0,12,12,research,open,-89.597245,21.09864717
Peninsula Stripeless Snake,Coniophanes meridanus,June,3,2,103,103,research,open,-89.6520045027,20.9238558793
Snail-eating Thirst Snake,Dipsas brevifacies,April,4,2,31,31,research,open,-88.9358930254,21.3416950534
Salmon-bellied Racer,Mastigodryas melanolomus,July,3,0,31,31,research,open,-89.5613551249,20.959497886
Pygmy Snail Sucker,Geophis sanniolus,July,3,0,8,8,research,open,-89.4350451797,20.7193593304
Central American Boa,Boa imperator,March,5,0,8,8,research,open,-88.9116351271,21.3538808076
Red Coffee Snake,Ninia sebae,June,4,0,244,244,research,open,-89.8609836618,20.9981661303
Two-spotted Snake,Coniophanes bipunctatus,June,2,0,122,122,research,open,-90.0047136946,21.1267520238
Two-spotted Snake,Coniophanes bipunctatus,June,3,0,488,488,research,open,-90.0090517922,21.1345494069
Salmon-bellied Racer,Mastigodryas melanolomus,June,4,0,?,? ,research,open,-89.5702514647,21.055000305
Central American Ribbon Snake,Thamnophis proximus rutiloris,June,2,0,488,488,research,open,-89.9835639166,21.1048273776
Pygmy Snail Sucker,Geophis sanniolus,June,2,0,488,488,research,open,-89.3351635195,21.1786685472
Black-striped Snake,Coniophanes imperialis,June,2,0,244,244,research,open,-89.3213186999,21.2762364662
Mexican Parrot Snake,Leptophis mexicanus,June,3,0,17,17,research,open,-90.1484609395,20.4038801768
Blood Snake,Stenorrhina freminvillei,September,3,0,244,244,research,open,-89.6513580852,20.8561591868
Peninsula Stripeless Snake,Coniophanes meridanus,September,2,0,4,4,research,open,-89.6217198552,20.9477405274
Central American Milksnake,Lampropeltis abnorma,October,5,0,488,488,research,open,-90.1457531754,20.8617839667
Variable Coralsnake,Micrurus diastema,June,9,0,?,? ,research,open,-89.612547,21.097863
Central American Boa,Boa imperator,June,4,0,70,70,research,open,-89.552776521,21.047094302
Pygmy Snail Sucker,Geophis sanniolus,June,2,0,7,7,research,open,-89.6179320531,21.0750104212
Rainforest Cat-eyed Snake,Leptodeira frenata,June,2,0,44,44,research,open,-89.7005370632,20.9831704136
Colubrine Snakes,Colubrinae,June,4,1,1333,1333,casual,open,-89.4087629686,20.2980166264
Blood Snake,Stenorrhina freminvillei,Unknown,3,0,21,21,research,open,-89.6704966,21.0356245
Blackbelly Centipede Snake,Tantilla moesta,May,1,0,244,244,research,open,-89.9158287048,20.9576034482
Mexican Parrot Snake,Leptophis mexicanus,June,5,0,936,936,research,open,-89.6112411084,21.0965660445
Central American Indigo Snake,Drymarchon melanurus,June,3,0,8,8,research,open,-89.62110833,21.0623695
Faded Black-striped Snake,Coniophanes schmidti,June,4,0,1270,1270,research,open,-89.6305208952,21.0914198174
Central American Boa,Boa imperator,April,4,0,244,244,research,open,-89.9319178594,20.9398759436
Central American Boa,Boa imperator,June,4,0,2027,2027,research,open,-89.6190391756,20.8669731574
Yucatan Rat Snake,Pseudelaphe phaescens,June,2,0,2104,2104,research,open,-89.7441766039,21.0311039244
Red Coffee Snake,Ninia sebae,Unknown,2,0,249,249,casual,open,-89.5308648795,21.0567610774
Blotched Hooknose Snake,Ficimia publia,February,6,0,160,160,research,open,-89.7820700866,21.126068637
,Micrurus diastema alienus,June,7,6,2144,2144,research,open,-89.6488906316,21.0532634509
Neotropical Whip Snake,Masticophis mentovarius,Unknown,5,0,71,71,research,open,-90.0416748226,21.1631199456
Mexican Parrot Snake,Leptophis mexicanus,October,4,0,122,122,research,open,-90.207824707,20.8583416743
Central American Boa,Boa imperator,September,3,0,122,122,research,open,-89.3487625339,21.1668186048
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,May,7,0,122,30415,research,obscured,-89.3871189101,21.0224297213
Snail-eating Thirst Snake,Dipsas brevifacies,May,3,0,244,244,research,open,-89.3428342655,21.1726406622
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,May,6,0,244,30415,research,obscured,-89.4622426732,21.1920204678
Variable Coralsnake,Micrurus diastema,June,8,0,8,30434,research,open,-89.682199648,20.905284992
Central American Boa,Boa imperator,May,6,0,?,? ,research,open,-89.5838012694,21.0706825256
Brahminy Blindsnake,Indotyphlops braminus,May,2,0,477,477,research,,-89.6404628,20.9994644
,Conophis lineatus concolor,September,3,1,61,61,research,open,-90.3797028671,20.9201249714
,Oxybelis potosiensis,May,7,1,44,44,research,,-89.614697984,21.1012957463
Green Vine Snake,Oxybelis fulgidus,April,9,0,122,122,research,open,-89.6203714559,20.8672235674
Yucatan Rat Snake,Pseudelaphe phaescens,March,4,0,31,31,research,open,-89.0255973063,20.0006581967
Blotched Hooknose Snake,Ficimia publia,March,4,0,61,61,research,open,-89.0245631778,20.0113329501
Rainforest Cat-eyed Snake,Leptodeira frenata,March,3,0,31,31,research,open,-89.0244434874,19.9998984529
Rainforest Cat-eyed Snake,Leptodeira frenata,March,2,0,31,31,research,open,-89.0325792369,19.9993939348
,Oxybelis potosiensis,March,5,1,35,30377,research,,-88.3813890011,21.4275405037
Yucatecan Dwarf Short-tail Snake,Tantillita canula,May,4,0,?,? ,research,open,-89.51621025,21.0243828056
